Date,Open,Hight,Low,Close,Volume,Quote_Volume,Trades_Count,VolumeGain,pricegain
2021-04-11 16:24:00,59629.99,59663.25,59629.99,59654.68,15.091025,900086.7780154,1138,0.0,0.0
2021-04-11 16:25:00,59656.94,59656.95,59605.73,59644.97,20.839013,1242746.51510347,1317,32.25879620960629,0.045195379036622185
2021-04-11 16:26:00,59644.96,59644.97,59620.01,59629.62,21.027227,1253854.83072016,1171,0.8898808726261236,-0.0200814859092735
2021-04-11 16:27:00,59629.62,59639.59,59581.66,59612.66,26.626219,1587318.41366508,1256,23.582338961587503,-0.025718853696932165
2021-04-11 16:28:00,59612.67,59630.49,59567.01,59567.01,20.770259,1237982.61466198,1219,-24.856292906959638,-0.02842547042896104
2021-04-11 16:29:00,59567.02,59625.0,59562.14,59613.54,31.325863,1867167.14622288,1316,41.09392561050406,-0.07657768055012726
2021-04-11 16:30:00,59613.54,59630.98,59555.0,59560.01,21.628945,1288904.28890419,1355,-37.06299181923641,0.07809690664397628
2021-04-11 16:31:00,59560.0,59585.1,59530.0,59566.33,28.958792,1724761.65650517,1697,29.129640180256615,-0.08981181120933934
2021-04-11 16:32:00,59566.32,59595.79,59563.91,59588.95,23.224352,1383701.25106764,1484,-22.032689595563383,0.010611148421757477
2021-04-11 16:33:00,59588.95,59588.96,59542.22,59571.71,29.049604,1730414.83876091,1573,22.359919611626715,0.037991267548509455
2021-04-11 16:34:00,59571.71,59629.57,59571.71,59625.94,30.419396,1813083.45309838,1399,4.6667790148418185,-0.028931538481546948
2021-04-11 16:35:00,59625.95,59625.95,59608.83,59614.08,20.02624,1193861.26922185,1148,-41.78361428156822,0.09104992957227331
2021-04-11 16:36:00,59614.08,59618.59,59614.05,59618.57,10.944584,652476.54869595,1123,-60.41728994154214,-0.019907439629884838
2021-04-11 16:37:00,59618.57,59618.57,59608.83,59608.84,14.408738,858960.50566965,1143,27.494774597048405,0.007531777727676214
2021-04-11 16:38:00,59608.84,59660.36,59608.83,59658.71,52.803253,3148582.76554565,1566,129.89847710518603,-0.016320418285786786
2021-04-11 16:39:00,59658.7,59663.56,59600.0,59610.0,25.247943,1505349.90522428,1485,-73.79270695516504,0.08364531166853428
2021-04-11 16:40:00,59610.0,59610.01,59568.72,59597.65,26.245447,1564141.26777163,1546,3.8311596362599336,-0.08163101106795079
2021-04-11 16:41:00,59597.64,59598.0,59532.88,59545.52,26.447219,1575135.88643741,1760,0.700458295279836,-0.02073477604428442
2021-04-11 16:42:00,59545.51,59583.59,59533.4,59583.57,22.690632,1351385.62078452,1334,-15.321109381613587,-0.08746990652649389
2021-04-11 16:43:00,59583.56,59583.59,59526.63,59529.23,26.620947,1585561.17143153,1496,15.980794420128202,0.06390070384818536
2021-04-11 16:44:00,59529.23,59572.43,59525.76,59564.96,20.344764,1211685.52255751,1474,-26.892601190224223,-0.09118286990571489
2021-04-11 16:45:00,59564.97,59569.87,59550.0,59564.83,26.768162,1594356.42350342,1577,27.44577744322344,0.060037732723894344
2021-04-11 16:46:00,59564.83,59579.85,59558.0,59578.44,29.769344,1773348.24001019,1679,10.639926209669973,-0.00023503747252906493
2021-04-11 16:47:00,59578.43,59605.89,59561.51,59573.17,29.367495,1749768.1265955,1715,-1.3386140602539502,0.0228322652813695
2021-04-11 16:48:00,59573.17,59605.68,59565.02,59597.52,25.595315,1524982.11259749,1433,-13.750059952204168,-0.008828698574303573
2021-04-11 16:49:00,59597.51,59613.89,59594.94,59602.97,18.248673,1087700.12207864,1325,-33.791719319307475,0.040857318823217526
2021-04-11 16:50:00,59602.96,59602.97,59525.0,59538.02,28.635563,1705656.58897326,1801,44.98846454237395,0.009144677353134512
2021-04-11 16:51:00,59538.03,59576.78,59538.03,59573.82,25.185941,1499965.93564776,1574,-12.850773449484205,-0.10893754269921674
2021-04-11 16:52:00,59573.83,59573.83,59533.64,59547.35,25.048814,1491528.31755931,1693,-0.5641087529723242,0.06012963478974065
2021-04-11 16:53:00,59547.35,59581.76,59545.09,59559.7,36.351875,2165092.88677512,1712,37.26619536039219,-0.04444904750962042
2021-04-11 16:54:00,59559.7,59564.51,59513.79,59529.89,31.650998,1884201.95992208,1945,-13.895889653652699,0.02073979782475366
2021-04-11 16:55:00,59529.89,59529.89,59510.0,59513.42,32.208522,1917042.68598742,1831,1.7279363073212883,-0.05005062147727113
2021-04-11 16:56:00,59513.42,59571.66,59480.0,59548.13,52.743919,3139817.35647637,2586,49.33809006081187,-0.027666773783729948
2021-04-11 16:57:00,59548.13,59576.91,59545.27,59545.28,35.210448,2097312.86375946,2086,-40.35076948303862,0.058322979926206386
2021-04-11 16:58:00,59545.28,59582.31,59527.09,59528.52,40.097319,2387983.72823723,2307,12.979244486537592,-0.004786044498794606
2021-04-11 16:59:00,59528.51,59586.7,59519.83,59569.4,38.927536,2318560.61374376,1985,-2.950281351166291,-0.028163441334050354
2021-04-11 17:00:00,59569.41,59634.03,59569.4,59632.35,51.073006,3044266.57319932,3434,27.231344146500096,0.06870657437922922
2021-04-11 17:01:00,59632.36,59635.43,59572.07,59591.58,63.577149,3789388.25083434,4519,21.894458518728925,0.10567504361718161
2021-04-11 17:02:00,59591.58,59591.58,59524.75,59535.73,64.970356,3869129.87875299,3756,2.082504955365765,-0.06838568857580052
2021-04-11 17:03:00,59535.73,59596.91,59535.71,59592.63,57.212502,3407971.59229256,2647,-12.691237089299442,-0.09372129418283581
2021-04-11 17:04:00,59592.63,59592.63,59557.4,59564.43,34.850209,2076019.47174578,2230,-49.566492862411515,0.09557286019672429
2021-04-11 17:05:00,59564.42,59567.08,59516.71,59535.89,32.326826,1924547.76961026,2351,-7.576132945051777,-0.04733806848262745
2021-04-11 17:06:00,59535.88,59542.02,59535.88,59536.13,19.119678,1138345.04015591,1748,-52.511552678306785,-0.04791451003803848
2021-04-11 17:07:00,59536.13,59537.46,59510.79,59522.51,26.318492,1566660.44986411,1659,31.93707633884645,0.0004199148479822057
2021-04-11 17:08:00,59522.5,59522.51,59488.0,59488.01,44.197403,2629962.50875944,1670,51.80233389953336,-0.022893661378386998
2021-04-11 17:09:00,59488.0,59519.97,59471.23,59494.0,51.966785,3091651.48686704,1964,16.17358190415816,-0.05796127514805516
2021-04-11 17:10:00,59494.0,59497.43,59453.38,59455.77,22.829011,1357941.39911358,1636,-82.27355340460919,0.010086067778369845
2021-04-11 17:11:00,59455.77,59471.78,59405.18,59445.72,59.802954,3554820.89872633,2123,96.23348060219644,-0.06425858069721846
2021-04-11 17:12:00,59445.72,59489.31,59445.72,59467.23,26.333388,1566092.60456605,1642,-81.97209515996558,-0.016903321578365382
2021-04-11 17:13:00,59467.23,59500.0,59467.23,59493.68,27.252379,1621121.72100568,1396,3.4534599724466895,0.03618427028893034
2021-04-11 17:14:00,59494.01,59528.98,59490.02,59528.95,23.694523,1410038.49779488,1279,-13.95013225878142,0.04503320568318703
2021-04-11 17:15:00,59528.96,59528.96,59461.59,59471.04,76.79604,4568858.41052349,1564,117.56463655220122,0.05874540983201726
2021-04-11 17:16:00,59471.02,59593.75,59450.1,59511.51,55.595529,3308392.41844305,1798,-32.28009757153088,-0.09733077816242997
2021-04-11 17:17:00,59511.51,59582.09,59511.51,59523.07,38.481339,2291294.11647648,1444,-36.73456229113707,0.0680835808768876
2021-04-11 17:18:00,59523.07,59561.54,59519.45,59556.87,44.208265,2631881.94766932,1622,13.858238543463038,0.01942481378811589
2021-04-11 17:19:00,59555.84,59579.99,59514.0,59544.68,28.121668,1674573.37293272,1435,-45.214072963988585,0.0550542839944157
2021-04-11 17:20:00,59544.67,59563.75,59538.52,59558.88,21.464216,1278232.52654394,1116,-27.008014505027162,-0.01875550743637433
2021-04-11 17:21:00,59558.87,59571.75,59556.95,59571.0,14.369828,855943.1403546,958,-40.10296149237889,0.023847642450625095
2021-04-11 17:22:00,59570.99,59604.71,59564.77,59604.25,27.21219,1621541.01925357,1211,63.892827341493366,0.02034961375190214
2021-04-11 17:23:00,59604.26,59604.26,59589.06,59602.37,17.935796,1068979.88179446,1120,-41.667213133281386,0.05584933203226505
2021-04-11 17:24:00,59602.36,59608.99,59585.01,59598.28,17.8357,1062967.9753951,845,-0.5639839937486717,-0.003187691618022903
2021-04-11 17:25:00,59598.28,59643.49,59595.51,59639.53,22.614732,1348193.82120729,1082,23.770081415393218,-0.00684536652575396
2021-04-11 17:26:00,59639.53,59670.29,59619.92,59666.79,28.126451,1677561.16141449,1441,21.857526262611007,0.06921340682985999
2021-04-11 17:27:00,59665.4,59706.2,59664.48,59700.36,39.980111,2386408.60543054,1357,35.24485111834677,0.04337727007575065
2021-04-11 17:28:00,59700.05,59749.9,59689.61,59744.36,42.314096,2527033.78099608,1366,5.72566360983515,0.05807385855118863
2021-04-11 17:29:00,59744.36,59750.0,59738.38,59741.7,19.506799,1165499.49505399,962,-77.389645009101,0.07422104336596291
2021-04-11 17:30:00,59738.38,59748.24,59672.57,59677.1,22.481052,1342721.72071435,1223,14.15489426092983,-0.010009313012981913
2021-04-11 17:31:00,59677.09,59760.0,59651.1,59760.0,34.869176,2081999.94621624,1352,43.86302555012697,-0.10259735868297648
2021-04-11 17:32:00,59759.99,59831.56,59759.99,59821.77,80.729353,4827660.77749473,2312,84.10330949102566,0.13891428017016594
2021-04-11 17:33:00,59821.78,59900.0,59813.53,59898.36,59.401191,3555826.07196696,2199,-30.57746339602261,0.10339693831944441
2021-04-11 17:34:00,59898.35,59918.96,59851.87,59906.31,58.268973,3489839.69634696,1671,-1.8731602429461454,0.12799686000650734
2021-04-11 17:35:00,59906.31,59975.95,59893.88,59893.89,50.684865,3037683.87146869,2065,-13.876046222918633,0.013289180753717211
2021-04-11 17:36:00,59893.89,59915.0,59841.37,59842.59,47.963409,2872176.64703143,1472,-5.602518473035679,-0.020732373601373144
2021-04-11 17:37:00,59842.59,59842.59,59796.61,59833.42,61.179168,3659161.00923656,1323,24.21637327654086,-0.08565147463289735
2021-04-11 17:38:00,59833.43,59900.0,59833.42,59875.98,39.515831,2366200.51387696,1109,-43.59483786751392,-0.015306824119742934
2021-04-11 17:39:00,59875.98,59881.51,59831.17,59832.19,57.095986,3417154.36695082,1443,36.75226382649491,0.07111409123630175
2021-04-11 17:40:00,59832.19,59885.55,59810.36,59857.24,26.139207,1564034.26712341,1126,-78.15395964677295,-0.0731345023496921
2021-04-11 17:41:00,59857.24,59867.22,59785.71,59834.76,49.913374,2986162.10179717,1462,64.6720433107941,0.04186709528766208
2021-04-11 17:42:00,59834.76,59876.61,59807.04,59845.2,49.491752,2961902.40074327,1466,-0.8157220071811815,-0.03755602496873234
2021-04-11 17:43:00,59845.2,59864.39,59838.6,59855.75,27.245231,1630866.34236686,1103,-59.67203928366743,0.017448051935020636
2021-04-11 17:44:00,59855.74,59864.35,59823.93,59836.24,25.485658,1525290.00210372,1036,-6.692681471385063,0.017612105899900143
2021-04-11 17:45:00,59836.24,59841.19,59801.09,59806.56,50.277166,3007418.38497028,1403,67.88974740373295,-0.03257832916274683
2021-04-11 17:46:00,59806.55,59834.87,59801.0,59801.0,25.917619,1550254.13210193,1043,-66.26631576448872,-0.04961875946749572
2021-04-11 17:47:00,59801.01,59801.01,59780.0,59790.0,28.074235,1678566.21804751,1222,7.952111370152693,-0.009263199432174574
2021-04-11 17:48:00,59790.0,59825.0,59774.6,59823.3,26.69427,1596322.17780204,1204,-5.023764294191603,-0.018411060281431357
2021-04-11 17:49:00,59823.29,59825.0,59761.0,59765.76,21.273983,1271839.20369544,1134,-22.723829970809508,0.05567820705802973
2021-04-11 17:50:00,59765.76,59791.4,59762.72,59787.06,11.788445,704733.86629506,943,-59.03990867939506,-0.09616655987993994
2021-04-11 17:51:00,59787.06,59809.46,59780.2,59787.23,20.913862,1250450.33102781,1000,57.34387933125026,0.0356391351837404
2021-04-11 17:52:00,59787.22,59818.48,59761.28,59800.43,22.403033,1339448.31715893,1212,6.875407432021157,0.00026761643741046726
2021-04-11 17:53:00,59800.44,59815.39,59776.25,59783.0,19.87908,1188638.01240203,953,-11.944970131835609,0.022111748965758515
2021-04-11 17:54:00,59783.6,59822.44,59783.6,59809.43,13.401301,801438.29631832,847,-39.41554194093179,-0.028160327917325922
2021-04-11 17:55:00,59809.43,59809.44,59796.08,59803.37,12.952107,774568.88933473,832,-3.410138108072479,0.04320582902335168
2021-04-11 17:56:00,59803.38,59848.84,59766.12,59845.27,38.067024,2276537.22899413,1387,107.81042055009233,-0.010115461725690444
2021-04-11 17:57:00,59845.27,59864.39,59818.24,59850.0,21.708382,1299209.82466376,993,-56.08992767854672,0.07004620809056838
2021-04-11 17:58:00,59850.0,59857.36,59822.91,59824.08,13.128343,785699.97398031,758,-50.29365244008706,0.007903715698831526
2021-04-11 17:59:00,59824.08,59864.39,59822.91,59864.39,15.28289,914499.13024292,812,15.180150969136571,-0.04330827067668963
2021-04-11 18:00:00,59864.39,59929.48,59864.39,59921.75,22.727675,1361407.42427037,1053,39.789779765093954,0.0673808941148657
2021-04-11 18:01:00,59921.75,59927.72,59908.84,59914.53,22.6825,1359140.48939913,1214,-0.1666528558101264,0.09581656139818762
2021-04-11 18:02:00,59914.53,59936.76,59914.53,59931.97,23.168664,1388466.24670282,960,2.134721142143319,-0.012049047299189652
2021-04-11 18:03:00,59931.97,59940.0,59900.01,59900.01,38.180541,2288264.65316674,1103,49.95940186299367,0.029108131199562237
2021-04-11 18:04:00,59900.02,59914.97,59866.55,59870.87,20.033796,1199871.55872215,1189,-64.55792202514846,-0.05331044515974881
2021-04-11 18:05:00,59870.86,59870.87,59850.0,59851.95,22.91628,1371788.78509237,890,13.39010540598457,-0.048681118971238835
2021-04-11 18:06:00,59851.96,59868.01,59839.46,59863.64,15.75327,942822.16823848,1066,-37.499316573046706,-0.0315679447397299
2021-04-11 18:07:00,59863.63,59881.88,59845.09,59850.02,17.726901,1061249.49238077,1285,11.832457532476353,0.019498108332616226
2021-04-11 18:08:00,59850.02,59859.77,59835.7,59835.7,19.765538,1182959.69181424,1051,10.857253124089974,-0.022735006213292497
2021-04-11 18:09:00,59835.7,59847.42,59806.54,59847.41,17.068009,1021251.26863858,1338,-14.699090212993458,-0.0239264748783663
2021-04-11 18:10:00,59847.41,59886.84,59826.58,59828.97,21.395129,1280610.35751453,1229,22.630819665456197,0.01957025655254796
2021-04-11 18:11:00,59828.96,59850.0,59826.59,59840.06,14.059625,841249.45530811,907,-42.02038515894502,-0.03082840176376056
2021-04-11 18:12:00,59840.05,59850.0,59835.68,59839.0,9.998756,598319.18327682,721,-34.076387062440865,0.01853617378608785
2021-04-11 18:13:00,59839.0,59869.41,59835.0,59835.0,15.286929,914985.40622042,857,42.47837528073434,-0.001754677678245109
2021-04-11 18:14:00,59835.0,59835.01,59808.38,59825.04,18.378517,1099392.6126043,974,18.36050202620937,-0.006684603686557544
2021-04-11 18:15:00,59825.03,59844.94,59817.02,59841.37,14.198113,849574.12021767,882,-25.777794703821037,-0.016662488510066353
2021-04-11 18:16:00,59841.37,59843.95,59815.49,59838.23,22.477072,1344743.70852756,955,45.92235337117827,0.02731298254259329
2021-04-11 18:17:00,59838.23,59841.03,59825.04,59829.71,19.695435,1178475.98951229,867,-13.198137419927585,-0.005247206071656851
2021-04-11 18:18:00,59829.71,59829.72,59800.02,59810.73,22.696209,1357487.83160906,1129,14.14137395451811,-0.014238389070009294
2021-04-11 18:19:00,59810.73,59819.81,59808.51,59808.54,17.098517,1022713.45905286,1085,-28.31764599049093,-0.03172336954332389
2021-04-11 18:20:00,59808.54,59810.01,59777.8,59784.66,38.332895,2292104.6740975,1023,80.70111180797159,-0.003661550360611887
2021-04-11 18:21:00,59784.66,59796.45,59780.42,59793.33,12.281314,734254.46083125,894,-113.8370100701043,-0.039927408360074246
2021-04-11 18:22:00,59793.33,59832.41,59793.33,59831.53,15.488155,926361.93852591,966,23.240937520060758,0.014502047849740407
2021-04-11 18:23:00,59831.52,59831.57,59775.68,59789.96,23.550071,1408436.8431459,1017,41.89707258956857,0.06387000021572664
2021-04-11 18:24:00,59789.96,59789.97,59760.0,59760.0,12.093486,722863.50058975,928,-66.70153380442929,-0.06946171516284405
2021-04-11 18:25:00,59760.01,59806.96,59758.63,59770.0,29.958738,1790777.69799469,1185,90.71848641645163,-0.05009202213882569
2021-04-11 18:26:00,59770.0,59830.0,59769.99,59823.55,23.782527,1422015.32141797,1183,-23.057488777362334,0.01671686467255018
2021-04-11 18:27:00,59823.56,59841.36,59793.17,59823.03,30.115539,1801520.95345551,1165,23.655617637585166,0.089610172327248
2021-04-11 18:28:00,59823.02,59830.68,59820.0,59820.04,10.030123,600037.28516599,720,-109.93947660077946,-0.0009026544057211261
2021-04-11 18:29:00,59820.05,59825.0,59820.02,59820.14,10.488171,627417.04730058,868,4.461967150168197,-0.004964644045046818
2021-04-11 18:30:00,59820.13,59878.75,59820.13,59837.26,31.996885,1914728.03835008,1287,111.57194082716566,0.0001337344251561845
2021-04-11 18:31:00,59837.26,59856.88,59830.73,59849.05,14.591791,873246.05599238,923,-78.51135077955495,0.028635845492153145
2021-04-11 18:32:00,59849.06,59853.31,59840.57,59853.3,14.113383,844653.90255634,979,-3.3290406524844807,0.01972015429849705
2021-04-11 18:33:00,59853.31,59920.21,59853.3,59892.73,63.219102,3786643.35706291,1439,150.0308287201192,0.007101197579384433
2021-04-11 18:34:00,59892.73,59948.89,59892.73,59940.03,55.776336,3342242.56566593,1227,-12.483796037219534,0.06586101921515208
2021-04-11 18:35:00,59941.88,59941.88,59877.45,59900.0,41.109371,2462811.48077411,1128,-30.53384328091104,0.08206338231699917
2021-04-11 18:36:00,59900.0,59904.38,59846.12,59882.47,17.591865,1053415.84681262,931,-84.9265504275185,-0.0698676784912311
2021-04-11 18:37:00,59882.48,59882.48,59853.51,59853.52,25.368532,1518653.02274662,754,36.57857012882108,-0.029248747913179773
